"","country","org_type","flow_type","transaction_type","year","aggregate_type","variable","value"
"777","Norway","Norway","Business & industry","Commitments","2020","Donor","Volume",17.089423148
"778","Norway","Norway","Business & industry","Disbursements","2018","Donor","Volume",244.821593457
"779","Norway","Norway","Business & industry","Disbursements","2019","Donor","Volume",292.1493230932
"780","Norway","Norway","Business & industry","Disbursements","2020","Donor","Volume",234.415796398
"781","Norway","Norway","Education","Commitments","2018","Donor","Volume",96.217993653
"782","Norway","Norway","Education","Commitments","2019","Donor","Volume",272.8147754592
"783","Norway","Norway","Education","Commitments","2020","Donor","Volume",75.7809156314
"784","Norway","Norway","Education","Disbursements","2018","Donor","Volume",169.930728351
"785","Norway","Norway","Education","Disbursements","2019","Donor","Volume",238.7230026798
"786","Norway","Norway","Education","Disbursements","2020","Donor","Volume",144.78907569
"787","Norway","Norway","Governance & security","Commitments","2018","Donor","Volume",585.162970575
"788","Norway","Norway","Governance & security","Commitments","2019","Donor","Volume",554.0670290316
"789","Norway","Norway","Governance & security","Commitments","2020","Donor","Volume",513.6213711286
"790","Norway","Norway","Governance & security","Disbursements","2018","Donor","Volume",271.849199931
"791","Norway","Norway","Governance & security","Disbursements","2019","Donor","Volume",486.0897920538
"792","Norway","Norway","Governance & security","Disbursements","2020","Donor","Volume",320.1569054082
"793","Norway","Norway","Health","Commitments","2018","Donor","Volume",109.746840774
"794","Norway","Norway","Health","Commitments","2019","Donor","Volume",368.866015988
"795","Norway","Norway","Health","Commitments","2020","Donor","Volume",253.4266574196
"796","Norway","Norway","Health","Disbursements","2018","Donor","Volume",176.880987753
"797","Norway","Norway","Health","Disbursements","2019","Donor","Volume",218.0675455572
"798","Norway","Norway","Health","Disbursements","2020","Donor","Volume",198.0598063556
"799","Norway","Norway","Infrastructure","Commitments","2018","Donor","Volume",41.925973848
"800","Norway","Norway","Infrastructure","Commitments","2019","Donor","Volume",164.8181489228
"801","Norway","Norway","Infrastructure","Commitments","2020","Donor","Volume",25.2398708282
"802","Norway","Norway","Infrastructure","Disbursements","2018","Donor","Volume",59.842712883
"803","Norway","Norway","Infrastructure","Disbursements","2019","Donor","Volume",110.3707756738
"804","Norway","Norway","Infrastructure","Disbursements","2020","Donor","Volume",33.847707684
"805","Norway","Norway","Other social services","Commitments","2018","Donor","Volume",41.439839226
"806","Norway","Norway","Other social services","Commitments","2019","Donor","Volume",53.7226220204
"807","Norway","Norway","Other social services","Commitments","2020","Donor","Volume",68.102070554
"808","Norway","Norway","Other social services","Disbursements","2018","Donor","Volume",24.228299043
"809","Norway","Norway","Other social services","Disbursements","2019","Donor","Volume",63.9833280292
"810","Norway","Norway","Other social services","Disbursements","2020","Donor","Volume",38.8350135026
"811","Norway","Norway","Water & sanitation","Commitments","2018","Donor","Volume",24.342028287
"812","Norway","Norway","Water & sanitation","Commitments","2019","Donor","Volume",13.9938102506
"813","Norway","Norway","Water & sanitation","Commitments","2020","Donor","Volume",26.37525758
"814","Norway","Norway","Water & sanitation","Disbursements","2018","Donor","Volume",5.90489298
"815","Norway","Norway","Water & sanitation","Disbursements","2019","Donor","Volume",11.6899540682
"816","Norway","Norway","Water & sanitation","Disbursements","2020","Donor","Volume",7.9226565838
"817","Spain","Spain","Agriculture & food security","Commitments","2018","Donor","Volume",15.38900793887
"818","Spain","Spain","Agriculture & food security","Commitments","2019","Donor","Volume",32.863895324568
"819","Spain","Spain","Agriculture & food security","Commitments","2020","Donor","Volume",19.36879868988
"820","Spain","Spain","Agriculture & food security","Disbursements","2018","Donor","Volume",15.38900793887
"821","Spain","Spain","Agriculture & food security","Disbursements","2019","Donor","Volume",32.016345663368
"822","Spain","Spain","Agriculture & food security","Disbursements","2020","Donor","Volume",19.36879868988
"823","Spain","Spain","Business & industry","Commitments","2018","Donor","Volume",3.289924687965
"824","Spain","Spain","Business & industry","Commitments","2019","Donor","Volume",4.75318820009
"825","Spain","Spain","Business & industry","Commitments","2020","Donor","Volume",1.589561883585
"826","Spain","Spain","Business & industry","Disbursements","2018","Donor","Volume",3.289924687965
"827","Spain","Spain","Business & industry","Disbursements","2019","Donor","Volume",4.96657720009
"828","Spain","Spain","Business & industry","Disbursements","2020","Donor","Volume",1.589561883585
"829","Spain","Spain","Education","Commitments","2018","Donor","Volume",16.838972397785
"830","Spain","Spain","Education","Commitments","2019","Donor","Volume",22.877532467086
"831","Spain","Spain","Education","Commitments","2020","Donor","Volume",21.08942529039
"832","Spain","Spain","Education","Disbursements","2018","Donor","Volume",16.00207354375
"833","Spain","Spain","Education","Disbursements","2019","Donor","Volume",22.408057484538
"834","Spain","Spain","Education","Disbursements","2020","Donor","Volume",21.30232029039
"835","Spain","Spain","Governance & security","Commitments","2018","Donor","Volume",54.246963923195
"836","Spain","Spain","Governance & security","Commitments","2019","Donor","Volume",73.912638415176
"837","Spain","Spain","Governance & security","Commitments","2020","Donor","Volume",55.42460365032
"838","Spain","Spain","Governance & security","Disbursements","2018","Donor","Volume",54.71945268497
"839","Spain","Spain","Governance & security","Disbursements","2019","Donor","Volume",74.293272144564
"840","Spain","Spain","Governance & security","Disbursements","2020","Donor","Volume",58.20120265032
"841","Spain","Spain","Health","Commitments","2018","Donor","Volume",14.5911509371
"842","Spain","Spain","Health","Commitments","2019","Donor","Volume",23.535346321839
"843","Spain","Spain","Health","Commitments","2020","Donor","Volume",18.798614168805
"844","Spain","Spain","Health","Disbursements","2018","Donor","Volume",14.8865259371
"845","Spain","Spain","Health","Disbursements","2019","Donor","Volume",23.616884987872
"846","Spain","Spain","Health","Disbursements","2020","Donor","Volume",18.798614168805
"847","Spain","Spain","Infrastructure","Commitments","2018","Donor","Volume",1.26394242344
"848","Spain","Spain","Infrastructure","Commitments","2019","Donor","Volume",5.00720399487
"849","Spain","Spain","Infrastructure","Commitments","2020","Donor","Volume",1.25177834025
"850","Spain","Spain","Infrastructure","Disbursements","2018","Donor","Volume",1.26394242344
"851","Spain","Spain","Infrastructure","Disbursements","2019","Donor","Volume",5.00720399487
"852","Spain","Spain","Infrastructure","Disbursements","2020","Donor","Volume",1.25177834025
"853","Spain","Spain","Other social services","Commitments","2018","Donor","Volume",14.2108322464958
"854","Spain","Spain","Other social services","Commitments","2019","Donor","Volume",14.1977284090279
"855","Spain","Spain","Other social services","Commitments","2020","Donor","Volume",12.10147879356
"856","Spain","Spain","Other social services","Disbursements","2018","Donor","Volume",14.2108322464958
"857","Spain","Spain","Other social services","Disbursements","2019","Donor","Volume",13.9058010260279
"858","Spain","Spain","Other social services","Disbursements","2020","Donor","Volume",12.10924385856
"859","Spain","Spain","Water & sanitation","Commitments","2018","Donor","Volume",52.810103516225
"860","Spain","Spain","Water & sanitation","Commitments","2019","Donor","Volume",9.213159305295
"861","Spain","Spain","Water & sanitation","Commitments","2020","Donor","Volume",11.384436500235
"862","Spain","Spain","Water & sanitation","Disbursements","2018","Donor","Volume",52.810103516225
"863","Spain","Spain","Water & sanitation","Disbursements","2019","Donor","Volume",7.779550300181
"864","Spain","Spain","Water & sanitation","Disbursements","2020","Donor","Volume",12.814726670505
"865","Sweden","Sweden","Agriculture & food security","Commitments","2018","Donor","Volume",473.112553622388
"866","Sweden","Sweden","Agriculture & food security","Commitments","2019","Donor","Volume",327.045823242632
"867","Sweden","Sweden","Agriculture & food security","Commitments","2020","Donor","Volume",87.1386154654766
"868","Sweden","Sweden","Agriculture & food security","Disbursements","2018","Donor","Volume",313.905521370708
"869","Sweden","Sweden","Agriculture & food security","Disbursements","2019","Donor","Volume",308.313891803001
"870","Sweden","Sweden","Agriculture & food security","Disbursements","2020","Donor","Volume",258.238447782654
"871","Sweden","Sweden","Business & industry","Commitments","2018","Donor","Volume",359.018493612069
"872","Sweden","Sweden","Business & industry","Commitments","2019","Donor","Volume",217.136479488997
"873","Sweden","Sweden","Business & industry","Commitments","2020","Donor","Volume",189.972989562072
"874","Sweden","Sweden","Business & industry","Disbursements","2018","Donor","Volume",487.212928334415
"875","Sweden","Sweden","Business & industry","Disbursements","2019","Donor","Volume",445.923003632086
"876","Sweden","Sweden","Business & industry","Disbursements","2020","Donor","Volume",279.551715247396
"877","Sweden","Sweden","Education","Commitments","2018","Donor","Volume",323.007162386081
"878","Sweden","Sweden","Education","Commitments","2019","Donor","Volume",121.054415973096
"879","Sweden","Sweden","Education","Commitments","2020","Donor","Volume",20.5931361372265
"880","Sweden","Sweden","Education","Disbursements","2018","Donor","Volume",314.350028090767
"881","Sweden","Sweden","Education","Disbursements","2019","Donor","Volume",280.156027606045
"882","Sweden","Sweden","Education","Disbursements","2020","Donor","Volume",233.57467856259
"883","Sweden","Sweden","Governance & security","Commitments","2018","Donor","Volume",3249.56321067173
"884","Sweden","Sweden","Governance & security","Commitments","2019","Donor","Volume",1334.15189177006
"885","Sweden","Sweden","Governance & security","Commitments","2020","Donor","Volume",1239.11532753096
"886","Sweden","Sweden","Governance & security","Disbursements","2018","Donor","Volume",2131.44509447187
"887","Sweden","Sweden","Governance & security","Disbursements","2019","Donor","Volume",2033.73870084178
"888","Sweden","Sweden","Governance & security","Disbursements","2020","Donor","Volume",2077.10666233761
"889","Sweden","Sweden","Health","Commitments","2018","Donor","Volume",488.135464480369
"890","Sweden","Sweden","Health","Commitments","2019","Donor","Volume",441.264246449307
"891","Sweden","Sweden","Health","Commitments","2020","Donor","Volume",1089.76794107171
"892","Sweden","Sweden","Health","Disbursements","2018","Donor","Volume",543.402064729286
"893","Sweden","Sweden","Health","Disbursements","2019","Donor","Volume",530.02336764744
"894","Sweden","Sweden","Health","Disbursements","2020","Donor","Volume",874.372862937505
"895","Sweden","Sweden","Infrastructure","Commitments","2018","Donor","Volume",248.710174529826
"896","Sweden","Sweden","Infrastructure","Commitments","2019","Donor","Volume",289.8825560761
"897","Sweden","Sweden","Infrastructure","Commitments","2020","Donor","Volume",89.2864425385208
"898","Sweden","Sweden","Infrastructure","Disbursements","2018","Donor","Volume",301.360602556721
"899","Sweden","Sweden","Infrastructure","Disbursements","2019","Donor","Volume",327.71551814955
"900","Sweden","Sweden","Infrastructure","Disbursements","2020","Donor","Volume",242.755718234119
"901","Sweden","Sweden","Other social services","Commitments","2018","Donor","Volume",550.496750999307
"902","Sweden","Sweden","Other social services","Commitments","2019","Donor","Volume",206.500008248818
"903","Sweden","Sweden","Other social services","Commitments","2020","Donor","Volume",146.796563626942
"904","Sweden","Sweden","Other social services","Disbursements","2018","Donor","Volume",249.897207502754
"905","Sweden","Sweden","Other social services","Disbursements","2019","Donor","Volume",236.647144042344
"906","Sweden","Sweden","Other social services","Disbursements","2020","Donor","Volume",330.308496250952
"907","Sweden","Sweden","Water & sanitation","Commitments","2018","Donor","Volume",376.853140937126
"908","Sweden","Sweden","Water & sanitation","Commitments","2019","Donor","Volume",117.491945346292
"909","Sweden","Sweden","Water & sanitation","Commitments","2020","Donor","Volume",43.6405052929917
"910","Sweden","Sweden","Water & sanitation","Disbursements","2018","Donor","Volume",277.312589162189
"911","Sweden","Sweden","Water & sanitation","Disbursements","2019","Donor","Volume",158.71797744054
"912","Sweden","Sweden","Water & sanitation","Disbursements","2020","Donor","Volume",172.888744750718
"913","Switzerland","Switzerland","Agriculture & food security","Commitments","2018","Donor","Volume",156.3645613772
"914","Switzerland","Switzerland","Agriculture & food security","Commitments","2019","Donor","Volume",69.4226805952
"915","Switzerland","Switzerland","Agriculture & food security","Commitments","2020","Donor","Volume",94.8748563936001
"916","Switzerland","Switzerland","Agriculture & food security","Disbursements","2018","Donor","Volume",128.5773534076
"917","Switzerland","Switzerland","Agriculture & food security","Disbursements","2019","Donor","Volume",107.99405397376
"918","Switzerland","Switzerland","Agriculture & food security","Disbursements","2020","Donor","Volume",112.71346088896
"919","Switzerland","Switzerland","Business & industry","Commitments","2018","Donor","Volume",56.59858399404
"920","Switzerland","Switzerland","Business & industry","Commitments","2019","Donor","Volume",39.88796083456
"921","Switzerland","Switzerland","Business & industry","Commitments","2020","Donor","Volume",50.0452439261867
"922","Switzerland","Switzerland","Business & industry","Disbursements","2018","Donor","Volume",50.41384428042
"923","Switzerland","Switzerland","Business & industry","Disbursements","2019","Donor","Volume",48.21324455552
"924","Switzerland","Switzerland","Business & industry","Disbursements","2020","Donor","Volume",59.2486068482133
"925","Switzerland","Switzerland","Education","Commitments","2018","Donor","Volume",167.15098288854
"926","Switzerland","Switzerland","Education","Commitments","2019","Donor","Volume",108.21512615808
"927","Switzerland","Switzerland","Education","Commitments","2020","Donor","Volume",64.0053803859199
"928","Switzerland","Switzerland","Education","Disbursements","2018","Donor","Volume",110.81208857354
"929","Switzerland","Switzerland","Education","Disbursements","2019","Donor","Volume",113.961246496
"930","Switzerland","Switzerland","Education","Disbursements","2020","Donor","Volume",107.019805540267
"931","Switzerland","Switzerland","Governance & security","Commitments","2018","Donor","Volume",376.44435257936
"932","Switzerland","Switzerland","Governance & security","Commitments","2019","Donor","Volume",299.04954340096
"933","Switzerland","Switzerland","Governance & security","Commitments","2020","Donor","Volume",197.71156145344
"934","Switzerland","Switzerland","Governance & security","Disbursements","2018","Donor","Volume",283.725341983461
"935","Switzerland","Switzerland","Governance & security","Disbursements","2019","Donor","Volume",298.43076777344
"936","Switzerland","Switzerland","Governance & security","Disbursements","2020","Donor","Volume",295.055814292907
"937","Switzerland","Switzerland","Health","Commitments","2018","Donor","Volume",128.57031014784
"938","Switzerland","Switzerland","Health","Commitments","2019","Donor","Volume",101.4394603264
"939","Switzerland","Switzerland","Health","Commitments","2020","Donor","Volume",137.747059698773
"940","Switzerland","Switzerland","Health","Disbursements","2018","Donor","Volume",116.55119454616
"941","Switzerland","Switzerland","Health","Disbursements","2019","Donor","Volume",114.40536068224
"942","Switzerland","Switzerland","Health","Disbursements","2020","Donor","Volume",155.101320477227
"943","Switzerland","Switzerland","Infrastructure","Commitments","2018","Donor","Volume",3.59116668
"944","Switzerland","Switzerland","Infrastructure","Commitments","2019","Donor","Volume",22.67550272
"945","Switzerland","Switzerland","Infrastructure","Commitments","2020","Donor","Volume",0.405548571733334
"946","Switzerland","Switzerland","Infrastructure","Disbursements","2018","Donor","Volume",14.96354791056
"947","Switzerland","Switzerland","Infrastructure","Disbursements","2019","Donor","Volume",29.8122676672
"948","Switzerland","Switzerland","Infrastructure","Disbursements","2020","Donor","Volume",13.2434902741333
"949","Switzerland","Switzerland","Other social services","Commitments","2018","Donor","Volume",24.9588865732
"950","Switzerland","Switzerland","Other social services","Commitments","2019","Donor","Volume",43.49693606144
"951","Switzerland","Switzerland","Other social services","Commitments","2020","Donor","Volume",27.5642266455467
"952","Switzerland","Switzerland","Other social services","Disbursements","2018","Donor","Volume",28.75002636456
"953","Switzerland","Switzerland","Other social services","Disbursements","2019","Donor","Volume",38.7551758656
"954","Switzerland","Switzerland","Other social services","Disbursements","2020","Donor","Volume",39.9118429693866
"955","Switzerland","Switzerland","Water & sanitation","Commitments","2018","Donor","Volume",84.6622167984601
"956","Switzerland","Switzerland","Water & sanitation","Commitments","2019","Donor","Volume",50.1233673792
"957","Switzerland","Switzerland","Water & sanitation","Commitments","2020","Donor","Volume",55.26720956672
"958","Switzerland","Switzerland","Water & sanitation","Disbursements","2018","Donor","Volume",68.55046916776
"959","Switzerland","Switzerland","Water & sanitation","Disbursements","2019","Donor","Volume",74.07025833088
"960","Switzerland","Switzerland","Water & sanitation","Disbursements","2020","Donor","Volume",67.7070852610134
"961","UK","UK","Agriculture & food security","Commitments","2018","Donor","Volume",213.375975637508
"962","UK","UK","Agriculture & food security","Commitments","2019","Donor","Volume",245.87075669471
"963","UK","UK","Agriculture & food security","Commitments","2020","Donor","Volume",128.624739959991
"964","UK","UK","Agriculture & food security","Disbursements","2018","Donor","Volume",303.469019661558
"965","UK","UK","Agriculture & food security","Disbursements","2019","Donor","Volume",329.513801910804
"966","UK","UK","Agriculture & food security","Disbursements","2020","Donor","Volume",372.841319448942
"967","UK","UK","Business & industry","Commitments","2018","Donor","Volume",527.59445959257
"968","UK","UK","Business & industry","Commitments","2019","Donor","Volume",293.910989398397
"969","UK","UK","Business & industry","Commitments","2020","Donor","Volume",298.181078814465
"970","UK","UK","Business & industry","Disbursements","2018","Donor","Volume",1584.34542223522
"971","UK","UK","Business & industry","Disbursements","2019","Donor","Volume",1790.94405086709
"972","UK","UK","Business & industry","Disbursements","2020","Donor","Volume",1165.50385426284
"973","UK","UK","Education","Commitments","2018","Donor","Volume",517.353342925568
"974","UK","UK","Education","Commitments","2019","Donor","Volume",537.031780045057
"975","UK","UK","Education","Commitments","2020","Donor","Volume",364.620589530642
"976","UK","UK","Education","Disbursements","2018","Donor","Volume",801.543858816922
"977","UK","UK","Education","Disbursements","2019","Donor","Volume",835.965812609759
"978","UK","UK","Education","Disbursements","2020","Donor","Volume",569.653438941225
"979","UK","UK","Governance & security","Commitments","2018","Donor","Volume",931.843304515498
"980","UK","UK","Governance & security","Commitments","2019","Donor","Volume",757.433352175193
"981","UK","UK","Governance & security","Commitments","2020","Donor","Volume",351.969578846565
"982","UK","UK","Governance & security","Disbursements","2018","Donor","Volume",1348.37105011107
"983","UK","UK","Governance & security","Disbursements","2019","Donor","Volume",1513.66651973894
"984","UK","UK","Governance & security","Disbursements","2020","Donor","Volume",985.879986741969
"985","UK","UK","Health","Commitments","2018","Donor","Volume",1607.57920126231
"986","UK","UK","Health","Commitments","2019","Donor","Volume",1069.14671555383
"987","UK","UK","Health","Commitments","2020","Donor","Volume",1031.5646698468
"988","UK","UK","Health","Disbursements","2018","Donor","Volume",1564.23726758887
"989","UK","UK","Health","Disbursements","2019","Donor","Volume",1623.4022609003
"990","UK","UK","Health","Disbursements","2020","Donor","Volume",1889.31738011221
"991","UK","UK","Infrastructure","Commitments","2018","Donor","Volume",563.30712348655
"992","UK","UK","Infrastructure","Commitments","2019","Donor","Volume",198.787474075295
"993","UK","UK","Infrastructure","Commitments","2020","Donor","Volume",83.026680027096
"994","UK","UK","Infrastructure","Disbursements","2018","Donor","Volume",484.921735573236
"995","UK","UK","Infrastructure","Disbursements","2019","Donor","Volume",922.483384426062
"996","UK","UK","Infrastructure","Disbursements","2020","Donor","Volume",307.028474557497
"997","UK","UK","Other social services","Commitments","2018","Donor","Volume",294.189921655984
"998","UK","UK","Other social services","Commitments","2019","Donor","Volume",248.798362415165
"999","UK","UK","Other social services","Commitments","2020","Donor","Volume",153.244448462652
"1000","UK","UK","Other social services","Disbursements","2018","Donor","Volume",241.109768490656
"1001","UK","UK","Other social services","Disbursements","2019","Donor","Volume",254.087939873291
"1002","UK","UK","Other social services","Disbursements","2020","Donor","Volume",283.409119116306
"1003","UK","UK","Water & sanitation","Commitments","2018","Donor","Volume",92.70024958098
"1004","UK","UK","Water & sanitation","Commitments","2019","Donor","Volume",77.159517521217
"1005","UK","UK","Water & sanitation","Commitments","2020","Donor","Volume",28.174331036484
"1006","UK","UK","Water & sanitation","Disbursements","2018","Donor","Volume",275.329377052818
"1007","UK","UK","Water & sanitation","Disbursements","2019","Donor","Volume",226.509472100286
"1008","UK","UK","Water & sanitation","Disbursements","2020","Donor","Volume",125.930565832842
"1009","UNDP","UNDP","Agriculture & food security","Commitments","2018","Donor","Volume",0
"1010","UNDP","UNDP","Agriculture & food security","Commitments","2019","Donor","Volume",0
"1011","UNDP","UNDP","Agriculture & food security","Commitments","2020","Donor","Volume",0
"1012","UNDP","UNDP","Agriculture & food security","Disbursements","2018","Donor","Volume",0
"1013","UNDP","UNDP","Agriculture & food security","Disbursements","2019","Donor","Volume",0
"1014","UNDP","UNDP","Agriculture & food security","Disbursements","2020","Donor","Volume",0
"1015","UNDP","UNDP","Business & industry","Commitments","2018","Donor","Volume",0
"1016","UNDP","UNDP","Business & industry","Commitments","2019","Donor","Volume",0
"1017","UNDP","UNDP","Business & industry","Commitments","2020","Donor","Volume",0
"1018","UNDP","UNDP","Business & industry","Disbursements","2018","Donor","Volume",0
"1019","UNDP","UNDP","Business & industry","Disbursements","2019","Donor","Volume",0
"1020","UNDP","UNDP","Business & industry","Disbursements","2020","Donor","Volume",0
"1021","UNDP","UNDP","Education","Commitments","2018","Donor","Volume",0
"1022","UNDP","UNDP","Education","Commitments","2019","Donor","Volume",0
"1023","UNDP","UNDP","Education","Commitments","2020","Donor","Volume",0
"1024","UNDP","UNDP","Education","Disbursements","2018","Donor","Volume",0
"1025","UNDP","UNDP","Education","Disbursements","2019","Donor","Volume",0
"1026","UNDP","UNDP","Education","Disbursements","2020","Donor","Volume",0
"1027","UNDP","UNDP","Governance & security","Commitments","2018","Donor","Volume",0
"1028","UNDP","UNDP","Governance & security","Commitments","2019","Donor","Volume",0
"1029","UNDP","UNDP","Governance & security","Commitments","2020","Donor","Volume",0
"1030","UNDP","UNDP","Governance & security","Disbursements","2018","Donor","Volume",1491.810584
"1031","UNDP","UNDP","Governance & security","Disbursements","2019","Donor","Volume",1422.145445
"1032","UNDP","UNDP","Governance & security","Disbursements","2020","Donor","Volume",1496.809133
"1033","UNDP","UNDP","Health","Commitments","2018","Donor","Volume",0
"1034","UNDP","UNDP","Health","Commitments","2019","Donor","Volume",0
"1035","UNDP","UNDP","Health","Commitments","2020","Donor","Volume",0
"1036","UNDP","UNDP","Health","Disbursements","2018","Donor","Volume",-0.009445
"1037","UNDP","UNDP","Health","Disbursements","2019","Donor","Volume",-0.014013
"1038","UNDP","UNDP","Health","Disbursements","2020","Donor","Volume",1.589555
"1039","UNDP","UNDP","Infrastructure","Commitments","2018","Donor","Volume",0
"1040","UNDP","UNDP","Infrastructure","Commitments","2019","Donor","Volume",0
"1041","UNDP","UNDP","Infrastructure","Commitments","2020","Donor","Volume",0
"1042","UNDP","UNDP","Infrastructure","Disbursements","2018","Donor","Volume",94.105436
"1043","UNDP","UNDP","Infrastructure","Disbursements","2019","Donor","Volume",91.88049
"1044","UNDP","UNDP","Infrastructure","Disbursements","2020","Donor","Volume",78.729626
"1045","UNDP","UNDP","Other social services","Commitments","2018","Donor","Volume",0
"1046","UNDP","UNDP","Other social services","Commitments","2019","Donor","Volume",0
"1047","UNDP","UNDP","Other social services","Commitments","2020","Donor","Volume",0
"1048","UNDP","UNDP","Other social services","Disbursements","2018","Donor","Volume",1648.811078
"1049","UNDP","UNDP","Other social services","Disbursements","2019","Donor","Volume",1575.005286
"1050","UNDP","UNDP","Other social services","Disbursements","2020","Donor","Volume",1493.201323
"1051","UNDP","UNDP","Water & sanitation","Commitments","2018","Donor","Volume",0
"1052","UNDP","UNDP","Water & sanitation","Commitments","2019","Donor","Volume",0
"1053","UNDP","UNDP","Water & sanitation","Commitments","2020","Donor","Volume",0
"1054","UNDP","UNDP","Water & sanitation","Disbursements","2018","Donor","Volume",0
"1055","UNDP","UNDP","Water & sanitation","Disbursements","2019","Donor","Volume",0
"1056","UNDP","UNDP","Water & sanitation","Disbursements","2020","Donor","Volume",0
"1057","UNFPA","UNFPA","Agriculture & food security","Commitments","2018","Donor","Volume",0
"1058","UNFPA","UNFPA","Agriculture & food security","Commitments","2019","Donor","Volume",0
"1059","UNFPA","UNFPA","Agriculture & food security","Commitments","2020","Donor","Volume",0
"1060","UNFPA","UNFPA","Agriculture & food security","Disbursements","2018","Donor","Volume",0
"1061","UNFPA","UNFPA","Agriculture & food security","Disbursements","2019","Donor","Volume",0
"1062","UNFPA","UNFPA","Agriculture & food security","Disbursements","2020","Donor","Volume",0
"1063","UNFPA","UNFPA","Business & industry","Commitments","2018","Donor","Volume",0
"1064","UNFPA","UNFPA","Business & industry","Commitments","2019","Donor","Volume",0
"1065","UNFPA","UNFPA","Business & industry","Commitments","2020","Donor","Volume",0
"1066","UNFPA","UNFPA","Business & industry","Disbursements","2018","Donor","Volume",0
"1067","UNFPA","UNFPA","Business & industry","Disbursements","2019","Donor","Volume",0
"1068","UNFPA","UNFPA","Business & industry","Disbursements","2020","Donor","Volume",0
"1069","UNFPA","UNFPA","Education","Commitments","2018","Donor","Volume",0.98360008
"1070","UNFPA","UNFPA","Education","Commitments","2019","Donor","Volume",67.6846209299999
"1071","UNFPA","UNFPA","Education","Commitments","2020","Donor","Volume",5.50256098
"1072","UNFPA","UNFPA","Education","Disbursements","2018","Donor","Volume",0
"1073","UNFPA","UNFPA","Education","Disbursements","2019","Donor","Volume",0
"1074","UNFPA","UNFPA","Education","Disbursements","2020","Donor","Volume",0
"1075","UNFPA","UNFPA","Governance & security","Commitments","2018","Donor","Volume",19.10477708
"1076","UNFPA","UNFPA","Governance & security","Commitments","2019","Donor","Volume",110.57320498
"1077","UNFPA","UNFPA","Governance & security","Commitments","2020","Donor","Volume",18.4358394
"1078","UNFPA","UNFPA","Governance & security","Disbursements","2018","Donor","Volume",0
"1079","UNFPA","UNFPA","Governance & security","Disbursements","2019","Donor","Volume",0
"1080","UNFPA","UNFPA","Governance & security","Disbursements","2020","Donor","Volume",0
"1081","UNFPA","UNFPA","Health","Commitments","2018","Donor","Volume",0.921353130514999
"1082","UNFPA","UNFPA","Health","Commitments","2019","Donor","Volume",516.606185099998
"1083","UNFPA","UNFPA","Health","Commitments","2020","Donor","Volume",557.63081317
"1084","UNFPA","UNFPA","Health","Disbursements","2018","Donor","Volume",0
"1085","UNFPA","UNFPA","Health","Disbursements","2019","Donor","Volume",0
"1086","UNFPA","UNFPA","Health","Disbursements","2020","Donor","Volume",0
"1087","UNFPA","UNFPA","Infrastructure","Commitments","2018","Donor","Volume",0
"1088","UNFPA","UNFPA","Infrastructure","Commitments","2019","Donor","Volume",0
"1089","UNFPA","UNFPA","Infrastructure","Commitments","2020","Donor","Volume",0
"1090","UNFPA","UNFPA","Infrastructure","Disbursements","2018","Donor","Volume",0
"1091","UNFPA","UNFPA","Infrastructure","Disbursements","2019","Donor","Volume",0
"1092","UNFPA","UNFPA","Infrastructure","Disbursements","2020","Donor","Volume",0
"1093","UNFPA","UNFPA","Other social services","Commitments","2018","Donor","Volume",1.466019457225
"1094","UNFPA","UNFPA","Other social services","Commitments","2019","Donor","Volume",100.6437256
"1095","UNFPA","UNFPA","Other social services","Commitments","2020","Donor","Volume",9.60323975
"1096","UNFPA","UNFPA","Other social services","Disbursements","2018","Donor","Volume",0
"1097","UNFPA","UNFPA","Other social services","Disbursements","2019","Donor","Volume",0
"1098","UNFPA","UNFPA","Other social services","Disbursements","2020","Donor","Volume",0
"1099","UNFPA","UNFPA","Water & sanitation","Commitments","2018","Donor","Volume",0
"1100","UNFPA","UNFPA","Water & sanitation","Commitments","2019","Donor","Volume",0
"1101","UNFPA","UNFPA","Water & sanitation","Commitments","2020","Donor","Volume",0
"1102","UNFPA","UNFPA","Water & sanitation","Disbursements","2018","Donor","Volume",0
"1103","UNFPA","UNFPA","Water & sanitation","Disbursements","2019","Donor","Volume",0
"1104","UNFPA","UNFPA","Water & sanitation","Disbursements","2020","Donor","Volume",0
"1105","UNICEF","UNICEF","Agriculture & food security","Commitments","2018","Donor","Volume",0
"1106","UNICEF","UNICEF","Agriculture & food security","Commitments","2019","Donor","Volume",0
"1107","UNICEF","UNICEF","Agriculture & food security","Commitments","2020","Donor","Volume",0
"1108","UNICEF","UNICEF","Agriculture & food security","Disbursements","2018","Donor","Volume",0
"1109","UNICEF","UNICEF","Agriculture & food security","Disbursements","2019","Donor","Volume",0
"1110","UNICEF","UNICEF","Agriculture & food security","Disbursements","2020","Donor","Volume",0
"1111","UNICEF","UNICEF","Business & industry","Commitments","2018","Donor","Volume",0.146711874
"1112","UNICEF","UNICEF","Business & industry","Commitments","2019","Donor","Volume",0.518050379
"1113","UNICEF","UNICEF","Business & industry","Commitments","2020","Donor","Volume",0.27280677
"1114","UNICEF","UNICEF","Business & industry","Disbursements","2018","Donor","Volume",0.109630069
"1115","UNICEF","UNICEF","Business & industry","Disbursements","2019","Donor","Volume",0.507296454
