"","country","org_type","flow_type","transaction_type","year","aggregate_type","variable","value","measure"
"380","Multilateral Investment Fund","Multilateral Investment Fund","Missing","Commitments","2019","Donor","Volume",4.5,"Poverty"
"381","Multilateral Investment Fund","Multilateral Investment Fund","Missing","Commitments","2020","Donor","Volume",3.9,"Poverty"
"382","Multilateral Investment Fund","Multilateral Investment Fund","Missing","Disbursements","2018","Donor","Volume",1.4612,"Poverty"
"383","Multilateral Investment Fund","Multilateral Investment Fund","Missing","Disbursements","2019","Donor","Volume",1.8,"Poverty"
"384","Multilateral Investment Fund","Multilateral Investment Fund","Missing","Disbursements","2020","Donor","Volume",7.45,"Poverty"
"385","Netherlands","Netherlands","5-20%","Commitments","2018","Donor","Volume",20.74888514639,"Poverty"
"386","Netherlands","Netherlands","5-20%","Commitments","2019","Donor","Volume",31.969885251337,"Poverty"
"387","Netherlands","Netherlands","5-20%","Commitments","2020","Donor","Volume",1.59360432348038,"Poverty"
"388","Netherlands","Netherlands","5-20%","Disbursements","2018","Donor","Volume",43.950021216305,"Poverty"
"389","Netherlands","Netherlands","5-20%","Disbursements","2019","Donor","Volume",59.2795707723067,"Poverty"
"390","Netherlands","Netherlands","5-20%","Disbursements","2020","Donor","Volume",24.9356255946975,"Poverty"
"391","Netherlands","Netherlands","Above 20%","Commitments","2018","Donor","Volume",237.50267945085,"Poverty"
"392","Netherlands","Netherlands","Above 20%","Commitments","2019","Donor","Volume",68.28723934439,"Poverty"
"393","Netherlands","Netherlands","Above 20%","Commitments","2020","Donor","Volume",29.0447857426883,"Poverty"
"394","Netherlands","Netherlands","Above 20%","Disbursements","2018","Donor","Volume",280.30808507679,"Poverty"
"395","Netherlands","Netherlands","Above 20%","Disbursements","2019","Donor","Volume",120.578354876864,"Poverty"
"396","Netherlands","Netherlands","Above 20%","Disbursements","2020","Donor","Volume",45.1803310454925,"Poverty"
"397","Netherlands","Netherlands","Less than 5%","Commitments","2018","Donor","Volume",225.45154136361,"Poverty"
"398","Netherlands","Netherlands","Less than 5%","Commitments","2019","Donor","Volume",96.280964485178,"Poverty"
"399","Netherlands","Netherlands","Less than 5%","Commitments","2020","Donor","Volume",31.6261399581326,"Poverty"
"400","Netherlands","Netherlands","Less than 5%","Disbursements","2018","Donor","Volume",261.578029370295,"Poverty"
"401","Netherlands","Netherlands","Less than 5%","Disbursements","2019","Donor","Volume",69.429619849172,"Poverty"
"402","Netherlands","Netherlands","Less than 5%","Disbursements","2020","Donor","Volume",36.1434904078613,"Poverty"
"403","Netherlands","Netherlands","Missing","Commitments","2018","Donor","Volume",3022.32869816297,"Poverty"
"404","Netherlands","Netherlands","Missing","Commitments","2019","Donor","Volume",4613.76782256936,"Poverty"
"405","Netherlands","Netherlands","Missing","Commitments","2020","Donor","Volume",4516.82374954634,"Poverty"
"406","Netherlands","Netherlands","Missing","Disbursements","2018","Donor","Volume",3418.45646514842,"Poverty"
"407","Netherlands","Netherlands","Missing","Disbursements","2019","Donor","Volume",3494.29127934688,"Poverty"
"408","Netherlands","Netherlands","Missing","Disbursements","2020","Donor","Volume",3815.02649228565,"Poverty"
"409","New Zealand","New Zealand","5-20%","Commitments","2018","Donor","Volume",1.2694648893003,"Poverty"
"410","New Zealand","New Zealand","5-20%","Commitments","2019","Donor","Volume",11.2122687920567,"Poverty"
"411","New Zealand","New Zealand","5-20%","Commitments","2020","Donor","Volume",36.8577686494528,"Poverty"
"412","New Zealand","New Zealand","5-20%","Disbursements","2018","Donor","Volume",45.910202166964,"Poverty"
"413","New Zealand","New Zealand","5-20%","Disbursements","2019","Donor","Volume",48.978659837537,"Poverty"
"414","New Zealand","New Zealand","5-20%","Disbursements","2020","Donor","Volume",64.8105648136922,"Poverty"
"415","New Zealand","New Zealand","Above 20%","Commitments","2018","Donor","Volume",2.467235029644,"Poverty"
"416","New Zealand","New Zealand","Above 20%","Commitments","2019","Donor","Volume",13.6438304767004,"Poverty"
"417","New Zealand","New Zealand","Above 20%","Commitments","2020","Donor","Volume",45.7931246491319,"Poverty"
"418","New Zealand","New Zealand","Above 20%","Disbursements","2018","Donor","Volume",76.3733575825875,"Poverty"
"419","New Zealand","New Zealand","Above 20%","Disbursements","2019","Donor","Volume",80.092568613519,"Poverty"
"420","New Zealand","New Zealand","Above 20%","Disbursements","2020","Donor","Volume",55.74433134311,"Poverty"
"421","New Zealand","New Zealand","Less than 5%","Commitments","2018","Donor","Volume",7.03325386545705,"Poverty"
"422","New Zealand","New Zealand","Less than 5%","Commitments","2019","Donor","Volume",20.1431580557296,"Poverty"
"423","New Zealand","New Zealand","Less than 5%","Commitments","2020","Donor","Volume",62.7863807499195,"Poverty"
"424","New Zealand","New Zealand","Less than 5%","Disbursements","2018","Donor","Volume",121.171428962478,"Poverty"
"425","New Zealand","New Zealand","Less than 5%","Disbursements","2019","Donor","Volume",99.1703080609437,"Poverty"
"426","New Zealand","New Zealand","Less than 5%","Disbursements","2020","Donor","Volume",113.456670981494,"Poverty"
"427","New Zealand","New Zealand","Missing","Commitments","2018","Donor","Volume",28.3182803705687,"Poverty"
"428","New Zealand","New Zealand","Missing","Commitments","2019","Donor","Volume",86.7414645836412,"Poverty"
"429","New Zealand","New Zealand","Missing","Commitments","2020","Donor","Volume",193.403140501536,"Poverty"
"430","New Zealand","New Zealand","Missing","Disbursements","2018","Donor","Volume",235.7070498039,"Poverty"
"431","New Zealand","New Zealand","Missing","Disbursements","2019","Donor","Volume",245.887651355872,"Poverty"
"432","New Zealand","New Zealand","Missing","Disbursements","2020","Donor","Volume",256.703971739424,"Poverty"
"433","Norway","Norway","5-20%","Commitments","2018","Donor","Volume",88.210802754,"Poverty"
"434","Norway","Norway","5-20%","Commitments","2019","Donor","Volume",88.0399268952,"Poverty"
"435","Norway","Norway","5-20%","Commitments","2020","Donor","Volume",89.9372271112,"Poverty"
"436","Norway","Norway","5-20%","Disbursements","2018","Donor","Volume",56.702046627,"Poverty"
"437","Norway","Norway","5-20%","Disbursements","2019","Donor","Volume",126.5476512822,"Poverty"
"438","Norway","Norway","5-20%","Disbursements","2020","Donor","Volume",92.6952836432,"Poverty"
"439","Norway","Norway","Above 20%","Commitments","2018","Donor","Volume",669.131503821,"Poverty"
"440","Norway","Norway","Above 20%","Commitments","2019","Donor","Volume",550.056527965,"Poverty"
"441","Norway","Norway","Above 20%","Commitments","2020","Donor","Volume",557.6419285626,"Poverty"
"442","Norway","Norway","Above 20%","Disbursements","2018","Donor","Volume",354.737377191,"Poverty"
"443","Norway","Norway","Above 20%","Disbursements","2019","Donor","Volume",547.3351241498,"Poverty"
"444","Norway","Norway","Above 20%","Disbursements","2020","Donor","Volume",399.9348489654,"Poverty"
"445","Norway","Norway","Less than 5%","Commitments","2018","Donor","Volume",386.557381374,"Poverty"
"446","Norway","Norway","Less than 5%","Commitments","2019","Donor","Volume",486.7483987566,"Poverty"
"447","Norway","Norway","Less than 5%","Commitments","2020","Donor","Volume",353.6568023044,"Poverty"
"448","Norway","Norway","Less than 5%","Disbursements","2018","Donor","Volume",198.021670686,"Poverty"
"449","Norway","Norway","Less than 5%","Disbursements","2019","Donor","Volume",397.9860483714,"Poverty"
"450","Norway","Norway","Less than 5%","Disbursements","2020","Donor","Volume",278.50577524,"Poverty"
"451","Norway","Norway","Missing","Commitments","2018","Donor","Volume",1347.93260172,"Poverty"
"452","Norway","Norway","Missing","Commitments","2019","Donor","Volume",1618.1889492022,"Poverty"
"453","Norway","Norway","Missing","Commitments","2020","Donor","Volume",2150.709905659,"Poverty"
"454","Norway","Norway","Missing","Disbursements","2018","Donor","Volume",1229.118975231,"Poverty"
"455","Norway","Norway","Missing","Disbursements","2019","Donor","Volume",2204.9663669146,"Poverty"
"456","Norway","Norway","Missing","Disbursements","2020","Donor","Volume",1660.7186258978,"Poverty"
"457","Spain","Spain","5-20%","Commitments","2018","Donor","Volume",34.669765410304,"Poverty"
"458","Spain","Spain","5-20%","Commitments","2019","Donor","Volume",28.7098331145823,"Poverty"
"459","Spain","Spain","5-20%","Commitments","2020","Donor","Volume",20.49193762425,"Poverty"
"460","Spain","Spain","5-20%","Disbursements","2018","Donor","Volume",32.271507926169,"Poverty"
"461","Spain","Spain","5-20%","Disbursements","2019","Donor","Volume",28.3886613082203,"Poverty"
"462","Spain","Spain","5-20%","Disbursements","2020","Donor","Volume",20.49193762425,"Poverty"
"463","Spain","Spain","Above 20%","Commitments","2018","Donor","Volume",49.2066945268996,"Poverty"
"464","Spain","Spain","Above 20%","Commitments","2019","Donor","Volume",57.8278438298293,"Poverty"
"465","Spain","Spain","Above 20%","Commitments","2020","Donor","Volume",35.046332829135,"Poverty"
"466","Spain","Spain","Above 20%","Disbursements","2018","Donor","Volume",49.3914344576496,"Poverty"
"467","Spain","Spain","Above 20%","Disbursements","2019","Donor","Volume",52.6626338609433,"Poverty"
"468","Spain","Spain","Above 20%","Disbursements","2020","Donor","Volume",37.112163024825,"Poverty"
"469","Spain","Spain","Less than 5%","Commitments","2018","Donor","Volume",91.0205568998385,"Poverty"
"470","Spain","Spain","Less than 5%","Commitments","2019","Donor","Volume",92.2638174863608,"Poverty"
"471","Spain","Spain","Less than 5%","Commitments","2020","Donor","Volume",76.998339103725,"Poverty"
"472","Spain","Spain","Less than 5%","Disbursements","2018","Donor","Volume",90.4604244208034,"Poverty"
"473","Spain","Spain","Less than 5%","Disbursements","2019","Donor","Volume",90.4343750983127,"Poverty"
"474","Spain","Spain","Less than 5%","Disbursements","2020","Donor","Volume",77.662022458725,"Poverty"
"475","Spain","Spain","Missing","Commitments","2018","Donor","Volume",112.541395565764,"Poverty"
"476","Spain","Spain","Missing","Commitments","2019","Donor","Volume",127.625835568022,"Poverty"
"477","Spain","Spain","Missing","Commitments","2020","Donor","Volume",98.355773696535,"Poverty"
"478","Spain","Spain","Missing","Disbursements","2018","Donor","Volume",112.113068733764,"Poverty"
"479","Spain","Spain","Missing","Disbursements","2019","Donor","Volume",128.073075326922,"Poverty"
"480","Spain","Spain","Missing","Disbursements","2020","Donor","Volume",101.237598851535,"Poverty"
"481","Sweden","Sweden","5-20%","Commitments","2018","Donor","Volume",163.653077200129,"Poverty"
"482","Sweden","Sweden","5-20%","Commitments","2019","Donor","Volume",123.473256047547,"Poverty"
"483","Sweden","Sweden","5-20%","Commitments","2020","Donor","Volume",50.8666119554987,"Poverty"
"484","Sweden","Sweden","5-20%","Disbursements","2018","Donor","Volume",151.067766666198,"Poverty"
"485","Sweden","Sweden","5-20%","Disbursements","2019","Donor","Volume",219.884729683018,"Poverty"
"486","Sweden","Sweden","5-20%","Disbursements","2020","Donor","Volume",190.361603246129,"Poverty"
"487","Sweden","Sweden","Above 20%","Commitments","2018","Donor","Volume",1475.68971765649,"Poverty"
"488","Sweden","Sweden","Above 20%","Commitments","2019","Donor","Volume",611.660912482154,"Poverty"
"489","Sweden","Sweden","Above 20%","Commitments","2020","Donor","Volume",283.899844137523,"Poverty"
"490","Sweden","Sweden","Above 20%","Disbursements","2018","Donor","Volume",1250.48118475354,"Poverty"
"491","Sweden","Sweden","Above 20%","Disbursements","2019","Donor","Volume",1050.66397007039,"Poverty"
"492","Sweden","Sweden","Above 20%","Disbursements","2020","Donor","Volume",909.196381738243,"Poverty"
"493","Sweden","Sweden","Less than 5%","Commitments","2018","Donor","Volume",439.422023522853,"Poverty"
"494","Sweden","Sweden","Less than 5%","Commitments","2019","Donor","Volume",248.239449978363,"Poverty"
"495","Sweden","Sweden","Less than 5%","Commitments","2020","Donor","Volume",163.641998186846,"Poverty"
"496","Sweden","Sweden","Less than 5%","Disbursements","2018","Donor","Volume",420.346473487848,"Poverty"
"497","Sweden","Sweden","Less than 5%","Disbursements","2019","Donor","Volume",411.285355184558,"Poverty"
"498","Sweden","Sweden","Less than 5%","Disbursements","2020","Donor","Volume",340.507933350932,"Poverty"
"499","Sweden","Sweden","Missing","Commitments","2018","Donor","Volume",4752.97016769826,"Poverty"
"500","Sweden","Sweden","Missing","Commitments","2019","Donor","Volume",1694.957363837,"Poverty"
"501","Sweden","Sweden","Missing","Commitments","2020","Donor","Volume",2867.11511176461,"Poverty"
"502","Sweden","Sweden","Missing","Disbursements","2018","Donor","Volume",4161.50933481118,"Poverty"
"503","Sweden","Sweden","Missing","Disbursements","2019","Donor","Volume",4103.44095659877,"Poverty"
"504","Sweden","Sweden","Missing","Disbursements","2020","Donor","Volume",3107.17348217233,"Poverty"
"505","Switzerland","Switzerland","5-20%","Commitments","2018","Donor","Volume",118.0451368602,"Poverty"
"506","Switzerland","Switzerland","5-20%","Commitments","2019","Donor","Volume",64.8998504576,"Poverty"
"507","Switzerland","Switzerland","5-20%","Commitments","2020","Donor","Volume",122.1556745408,"Poverty"
"508","Switzerland","Switzerland","5-20%","Disbursements","2018","Donor","Volume",113.3936147656,"Poverty"
"509","Switzerland","Switzerland","5-20%","Disbursements","2019","Donor","Volume",91.8337752448,"Poverty"
"510","Switzerland","Switzerland","5-20%","Disbursements","2020","Donor","Volume",102.885599074133,"Poverty"
"511","Switzerland","Switzerland","Above 20%","Commitments","2018","Donor","Volume",460.893943534401,"Poverty"
"512","Switzerland","Switzerland","Above 20%","Commitments","2019","Donor","Volume",287.7225999488,"Poverty"
"513","Switzerland","Switzerland","Above 20%","Commitments","2020","Donor","Volume",330.1370522944,"Poverty"
"514","Switzerland","Switzerland","Above 20%","Disbursements","2018","Donor","Volume",364.8637423786,"Poverty"
"515","Switzerland","Switzerland","Above 20%","Disbursements","2019","Donor","Volume",371.054629286399,"Poverty"
"516","Switzerland","Switzerland","Above 20%","Disbursements","2020","Donor","Volume",391.599689277867,"Poverty"
"517","Switzerland","Switzerland","Less than 5%","Commitments","2018","Donor","Volume",365.7037694198,"Poverty"
"518","Switzerland","Switzerland","Less than 5%","Commitments","2019","Donor","Volume",314.3328315264,"Poverty"
"519","Switzerland","Switzerland","Less than 5%","Commitments","2020","Donor","Volume",249.385475739733,"Poverty"
"520","Switzerland","Switzerland","Less than 5%","Disbursements","2018","Donor","Volume",296.4272415718,"Poverty"
"521","Switzerland","Switzerland","Less than 5%","Disbursements","2019","Donor","Volume",319.9285837952,"Poverty"
"522","Switzerland","Switzerland","Less than 5%","Disbursements","2020","Donor","Volume",336.964853301333,"Poverty"
"523","Switzerland","Switzerland","Missing","Commitments","2018","Donor","Volume",1151.7205380756,"Poverty"
"524","Switzerland","Switzerland","Missing","Commitments","2019","Donor","Volume",565.9393576704,"Poverty"
"525","Switzerland","Switzerland","Missing","Commitments","2020","Donor","Volume",698.341536273067,"Poverty"
"526","Switzerland","Switzerland","Missing","Disbursements","2018","Donor","Volume",861.4344400184,"Poverty"
"527","Switzerland","Switzerland","Missing","Disbursements","2019","Donor","Volume",720.510572620799,"Poverty"
"528","Switzerland","Switzerland","Missing","Disbursements","2020","Donor","Volume",1042.26443944534,"Poverty"
"529","UK","UK","5-20%","Commitments","2018","Donor","Volume",949.778364000553,"Poverty"
"530","UK","UK","5-20%","Commitments","2019","Donor","Volume",737.891139588943,"Poverty"
"531","UK","UK","5-20%","Commitments","2020","Donor","Volume",484.051891657604,"Poverty"
"532","UK","UK","5-20%","Disbursements","2018","Donor","Volume",650.928801439726,"Poverty"
"533","UK","UK","5-20%","Disbursements","2019","Donor","Volume",951.378882480606,"Poverty"
"534","UK","UK","5-20%","Disbursements","2020","Donor","Volume",801.237018297204,"Poverty"
"535","UK","UK","Above 20%","Commitments","2018","Donor","Volume",3668.5768827293,"Poverty"
"536","UK","UK","Above 20%","Commitments","2019","Donor","Volume",2283.3459086752,"Poverty"
"537","UK","UK","Above 20%","Commitments","2020","Donor","Volume",1092.08304349584,"Poverty"
"538","UK","UK","Above 20%","Disbursements","2018","Donor","Volume",3276.92475404744,"Poverty"
"539","UK","UK","Above 20%","Disbursements","2019","Donor","Volume",2976.27445315372,"Poverty"
"540","UK","UK","Above 20%","Disbursements","2020","Donor","Volume",2291.13745580695,"Poverty"
"541","UK","UK","Less than 5%","Commitments","2018","Donor","Volume",2454.70084047386,"Poverty"
"542","UK","UK","Less than 5%","Commitments","2019","Donor","Volume",1454.08219827855,"Poverty"
"543","UK","UK","Less than 5%","Commitments","2020","Donor","Volume",657.317564343413,"Poverty"
"544","UK","UK","Less than 5%","Disbursements","2018","Donor","Volume",1481.17602342485,"Poverty"
"545","UK","UK","Less than 5%","Disbursements","2019","Donor","Volume",1527.06509252442,"Poverty"
"546","UK","UK","Less than 5%","Disbursements","2020","Donor","Volume",1044.63410088833,"Poverty"
"547","UK","UK","Missing","Commitments","2018","Donor","Volume",4571.44835603157,"Poverty"
"548","UK","UK","Missing","Commitments","2019","Donor","Volume",8495.70966806983,"Poverty"
"549","UK","UK","Missing","Commitments","2020","Donor","Volume",4701.95713486665,"Poverty"
"550","UK","UK","Missing","Disbursements","2018","Donor","Volume",9994.10594315793,"Poverty"
"551","UK","UK","Missing","Disbursements","2019","Donor","Volume",10093.7850811203,"Poverty"
"552","UK","UK","Missing","Disbursements","2020","Donor","Volume",8317.8498223557,"Poverty"
"553","UNDP","UNDP","5-20%","Commitments","2018","Donor","Volume",0,"Poverty"
"554","UNDP","UNDP","5-20%","Commitments","2019","Donor","Volume",0,"Poverty"
"555","UNDP","UNDP","5-20%","Commitments","2020","Donor","Volume",0,"Poverty"
"556","UNDP","UNDP","5-20%","Disbursements","2018","Donor","Volume",366.39002,"Poverty"
"557","UNDP","UNDP","5-20%","Disbursements","2019","Donor","Volume",414.158208,"Poverty"
"558","UNDP","UNDP","5-20%","Disbursements","2020","Donor","Volume",445.256513,"Poverty"
"559","UNDP","UNDP","Above 20%","Commitments","2018","Donor","Volume",0,"Poverty"
"560","UNDP","UNDP","Above 20%","Commitments","2019","Donor","Volume",0,"Poverty"
"561","UNDP","UNDP","Above 20%","Commitments","2020","Donor","Volume",0,"Poverty"
"562","UNDP","UNDP","Above 20%","Disbursements","2018","Donor","Volume",1733.875429,"Poverty"
"563","UNDP","UNDP","Above 20%","Disbursements","2019","Donor","Volume",1619.229545,"Poverty"
"564","UNDP","UNDP","Above 20%","Disbursements","2020","Donor","Volume",1699.130362,"Poverty"
"565","UNDP","UNDP","Less than 5%","Commitments","2018","Donor","Volume",0,"Poverty"
"566","UNDP","UNDP","Less than 5%","Commitments","2019","Donor","Volume",0,"Poverty"
"567","UNDP","UNDP","Less than 5%","Commitments","2020","Donor","Volume",0,"Poverty"
"568","UNDP","UNDP","Less than 5%","Disbursements","2018","Donor","Volume",1805.224531,"Poverty"
"569","UNDP","UNDP","Less than 5%","Disbursements","2019","Donor","Volume",1768.485936,"Poverty"
"570","UNDP","UNDP","Less than 5%","Disbursements","2020","Donor","Volume",1751.019727,"Poverty"
"571","UNDP","UNDP","Missing","Commitments","2018","Donor","Volume",0,"Poverty"
"572","UNDP","UNDP","Missing","Commitments","2019","Donor","Volume",0,"Poverty"
"573","UNDP","UNDP","Missing","Commitments","2020","Donor","Volume",0,"Poverty"
"574","UNDP","UNDP","Missing","Disbursements","2018","Donor","Volume",462.837801,"Poverty"
"575","UNDP","UNDP","Missing","Disbursements","2019","Donor","Volume",463.266211,"Poverty"
"576","UNDP","UNDP","Missing","Disbursements","2020","Donor","Volume",450.442682,"Poverty"
"577","UNFPA","UNFPA","5-20%","Commitments","2018","Donor","Volume",0,"Poverty"
"578","UNFPA","UNFPA","5-20%","Commitments","2019","Donor","Volume",102.32406067,"Poverty"
"579","UNFPA","UNFPA","5-20%","Commitments","2020","Donor","Volume",17.04365284,"Poverty"
"580","UNFPA","UNFPA","5-20%","Disbursements","2018","Donor","Volume",0,"Poverty"
"581","UNFPA","UNFPA","5-20%","Disbursements","2019","Donor","Volume",0,"Poverty"
"582","UNFPA","UNFPA","5-20%","Disbursements","2020","Donor","Volume",0,"Poverty"
"583","UNFPA","UNFPA","Above 20%","Commitments","2018","Donor","Volume",0,"Poverty"
"584","UNFPA","UNFPA","Above 20%","Commitments","2019","Donor","Volume",482.20642406,"Poverty"
"585","UNFPA","UNFPA","Above 20%","Commitments","2020","Donor","Volume",66.9426365,"Poverty"
"586","UNFPA","UNFPA","Above 20%","Disbursements","2018","Donor","Volume",0,"Poverty"
"587","UNFPA","UNFPA","Above 20%","Disbursements","2019","Donor","Volume",0,"Poverty"
"588","UNFPA","UNFPA","Above 20%","Disbursements","2020","Donor","Volume",0,"Poverty"
"589","UNFPA","UNFPA","Less than 5%","Commitments","2018","Donor","Volume",0,"Poverty"
"590","UNFPA","UNFPA","Less than 5%","Commitments","2019","Donor","Volume",177.8908396,"Poverty"
"591","UNFPA","UNFPA","Less than 5%","Commitments","2020","Donor","Volume",28.49462064,"Poverty"
"592","UNFPA","UNFPA","Less than 5%","Disbursements","2018","Donor","Volume",0,"Poverty"
"593","UNFPA","UNFPA","Less than 5%","Disbursements","2019","Donor","Volume",0,"Poverty"
"594","UNFPA","UNFPA","Less than 5%","Disbursements","2020","Donor","Volume",0,"Poverty"
"595","UNFPA","UNFPA","Missing","Commitments","2018","Donor","Volume",34.87959773,"Poverty"
"596","UNFPA","UNFPA","Missing","Commitments","2019","Donor","Volume",56.6272746199999,"Poverty"
"597","UNFPA","UNFPA","Missing","Commitments","2020","Donor","Volume",110.62277315,"Poverty"
"598","UNFPA","UNFPA","Missing","Disbursements","2018","Donor","Volume",0,"Poverty"
"599","UNFPA","UNFPA","Missing","Disbursements","2019","Donor","Volume",0,"Poverty"
"600","UNFPA","UNFPA","Missing","Disbursements","2020","Donor","Volume",0,"Poverty"
"601","UNICEF","UNICEF","5-20%","Commitments","2018","Donor","Volume",489.587151999999,"Poverty"
"602","UNICEF","UNICEF","5-20%","Commitments","2019","Donor","Volume",702.271500000001,"Poverty"
"603","UNICEF","UNICEF","5-20%","Commitments","2020","Donor","Volume",785.247751,"Poverty"
"604","UNICEF","UNICEF","5-20%","Disbursements","2018","Donor","Volume",483.89325,"Poverty"
"605","UNICEF","UNICEF","5-20%","Disbursements","2019","Donor","Volume",714.498705,"Poverty"
"606","UNICEF","UNICEF","5-20%","Disbursements","2020","Donor","Volume",806.938454,"Poverty"
"607","UNICEF","UNICEF","Above 20%","Commitments","2018","Donor","Volume",2971.94799900001,"Poverty"
"608","UNICEF","UNICEF","Above 20%","Commitments","2019","Donor","Volume",2933.419666,"Poverty"
"609","UNICEF","UNICEF","Above 20%","Commitments","2020","Donor","Volume",2871.64771500002,"Poverty"
"610","UNICEF","UNICEF","Above 20%","Disbursements","2018","Donor","Volume",3036.378505,"Poverty"
"611","UNICEF","UNICEF","Above 20%","Disbursements","2019","Donor","Volume",3089.001537,"Poverty"
"612","UNICEF","UNICEF","Above 20%","Disbursements","2020","Donor","Volume",2973.097516,"Poverty"
"613","UNICEF","UNICEF","Less than 5%","Commitments","2018","Donor","Volume",1326.970692,"Poverty"
"614","UNICEF","UNICEF","Less than 5%","Commitments","2019","Donor","Volume",1357.230828,"Poverty"
"615","UNICEF","UNICEF","Less than 5%","Commitments","2020","Donor","Volume",1334.901671,"Poverty"
"616","UNICEF","UNICEF","Less than 5%","Disbursements","2018","Donor","Volume",1424.597526,"Poverty"
"617","UNICEF","UNICEF","Less than 5%","Disbursements","2019","Donor","Volume",1375.807837,"Poverty"
"618","UNICEF","UNICEF","Less than 5%","Disbursements","2020","Donor","Volume",1474.878288,"Poverty"
"619","UNICEF","UNICEF","Missing","Commitments","2018","Donor","Volume",459.80651,"Poverty"
"620","UNICEF","UNICEF","Missing","Commitments","2019","Donor","Volume",453.162933,"Poverty"
"621","UNICEF","UNICEF","Missing","Commitments","2020","Donor","Volume",445.719388,"Poverty"
"622","UNICEF","UNICEF","Missing","Disbursements","2018","Donor","Volume",441.978212,"Poverty"
"623","UNICEF","UNICEF","Missing","Disbursements","2019","Donor","Volume",462.483445,"Poverty"
"624","UNICEF","UNICEF","Missing","Disbursements","2020","Donor","Volume",425.886066,"Poverty"
"625","UNIDO","UNIDO","5-20%","Commitments","2018","Donor","Volume",0,"Poverty"
"626","UNIDO","UNIDO","5-20%","Commitments","2019","Donor","Volume",0,"Poverty"
"627","UNIDO","UNIDO","5-20%","Commitments","2020","Donor","Volume",0,"Poverty"
"628","UNIDO","UNIDO","5-20%","Disbursements","2018","Donor","Volume",15.842876132425,"Poverty"
"629","UNIDO","UNIDO","5-20%","Disbursements","2019","Donor","Volume",25.51630570001,"Poverty"
"630","UNIDO","UNIDO","5-20%","Disbursements","2020","Donor","Volume",24.833177828595,"Poverty"
"631","UNIDO","UNIDO","Above 20%","Commitments","2018","Donor","Volume",0,"Poverty"
"632","UNIDO","UNIDO","Above 20%","Commitments","2019","Donor","Volume",0,"Poverty"
"633","UNIDO","UNIDO","Above 20%","Commitments","2020","Donor","Volume",0,"Poverty"
"634","UNIDO","UNIDO","Above 20%","Disbursements","2018","Donor","Volume",34.129527459687,"Poverty"
"635","UNIDO","UNIDO","Above 20%","Disbursements","2019","Donor","Volume",29.869071693108,"Poverty"
"636","UNIDO","UNIDO","Above 20%","Disbursements","2020","Donor","Volume",24.655327555717,"Poverty"
"637","UNIDO","UNIDO","Less than 5%","Commitments","2018","Donor","Volume",0,"Poverty"
"638","UNIDO","UNIDO","Less than 5%","Commitments","2019","Donor","Volume",0,"Poverty"
"639","UNIDO","UNIDO","Less than 5%","Commitments","2020","Donor","Volume",0,"Poverty"
"640","UNIDO","UNIDO","Less than 5%","Disbursements","2018","Donor","Volume",81.3138017724541,"Poverty"
"641","UNIDO","UNIDO","Less than 5%","Disbursements","2019","Donor","Volume",76.053816742224,"Poverty"
"642","UNIDO","UNIDO","Less than 5%","Disbursements","2020","Donor","Volume",73.222512297552,"Poverty"
"643","UNIDO","UNIDO","Missing","Commitments","2018","Donor","Volume",0,"Poverty"
"644","UNIDO","UNIDO","Missing","Commitments","2019","Donor","Volume",0,"Poverty"
"645","UNIDO","UNIDO","Missing","Commitments","2020","Donor","Volume",0,"Poverty"
"646","UNIDO","UNIDO","Missing","Disbursements","2018","Donor","Volume",58.503595116856,"Poverty"
"647","UNIDO","UNIDO","Missing","Disbursements","2019","Donor","Volume",58.906843145628,"Poverty"
"648","UNIDO","UNIDO","Missing","Disbursements","2020","Donor","Volume",54.96333118,"Poverty"
"649","Unitaid","Unitaid","5-20%","Commitments","2018","Donor","Volume",0,"Poverty"
"650","Unitaid","Unitaid","5-20%","Commitments","2019","Donor","Volume",0,"Poverty"
"651","Unitaid","Unitaid","5-20%","Commitments","2020","Donor","Volume",0,"Poverty"
"652","Unitaid","Unitaid","5-20%","Disbursements","2018","Donor","Volume",0,"Poverty"
"653","Unitaid","Unitaid","5-20%","Disbursements","2019","Donor","Volume",0,"Poverty"
"654","Unitaid","Unitaid","5-20%","Disbursements","2020","Donor","Volume",0,"Poverty"
"655","Unitaid","Unitaid","Above 20%","Commitments","2018","Donor","Volume",0,"Poverty"
"656","Unitaid","Unitaid","Above 20%","Commitments","2019","Donor","Volume",0,"Poverty"
"657","Unitaid","Unitaid","Above 20%","Commitments","2020","Donor","Volume",0,"Poverty"
"658","Unitaid","Unitaid","Above 20%","Disbursements","2018","Donor","Volume",0,"Poverty"
"659","Unitaid","Unitaid","Above 20%","Disbursements","2019","Donor","Volume",0,"Poverty"
"660","Unitaid","Unitaid","Above 20%","Disbursements","2020","Donor","Volume",0,"Poverty"
"661","Unitaid","Unitaid","Less than 5%","Commitments","2018","Donor","Volume",0,"Poverty"
"662","Unitaid","Unitaid","Less than 5%","Commitments","2019","Donor","Volume",0,"Poverty"
"663","Unitaid","Unitaid","Less than 5%","Commitments","2020","Donor","Volume",0,"Poverty"
"664","Unitaid","Unitaid","Less than 5%","Disbursements","2018","Donor","Volume",0,"Poverty"
"665","Unitaid","Unitaid","Less than 5%","Disbursements","2019","Donor","Volume",0,"Poverty"
